shipment_id,transaction_id,origin_country_id,destination_country_id,departure_date,arrival_date,declared_weight_kg,declared_value,mode,container_ref
SHIP0000260,TXN0000268,GB,KR,2023-03-25,2023-04-16,2939812.5,8285.57,sea,CNT661394
SHIP0000261,TXN0000269,GB,NL,2023-09-26,2023-10-06,2867.4,106241.6,sea,CNT441465
SHIP0000262,TXN0000270,PT,GB,2023-06-29,2023-07-31,454796.3,9746.33,air,CNT959908
SHIP0000263,TXN0000271,GB,CA,2023-07-19,2023-08-21,3119.6,43326.44,air,CNT148859
SHIP0000264,TXN0000272,GB,IN,2022-03-28,2022-04-17,329466.8,2117.9,sea,CNT641304
SHIP0000265,TXN0000273,KR,GB,2024-12-21,2025-01-22,46666.2,118477.77,road,CNT344390
SHIP0000266,TXN0000274,IN,GB,2023-08-22,2023-09-06,11479.2,126287.66,sea,CNT652642
SHIP0000267,TXN0000275,GB,MY,2022-09-13,2022-09-28,6791.7,2128483.94,sea,CNT351582
SHIP0000268,TXN0000276,GB,AU,2023-09-24,2023-09-29,728401.9,22493.43,sea,CNT896813
SHIP0000269,TXN0000277,IT,GB,2023-03-21,2023-04-13,4227007.6,17933.18,sea,CNT215035
SHIP0000270,TXN0000278,GB,NG,2024-06-28,2024-07-22,28943.1,47674.02,air,CNT901919
SHIP0000271,TXN0000279,GB,SA,2024-04-21,2024-05-17,1947.9,215998.14,air,CNT195956
SHIP0000272,TXN0000280,GB,AE,2023-02-26,2023-03-09,1243376.5,13765.46,sea,CNT422695
SHIP0000273,TXN0000281,GB,US,2024-03-01,2024-03-28,347944.2,36586.93,road,CNT210613
SHIP0000274,TXN0000282,IE,GB,2022-02-15,2022-02-24,3040.9,428118.05,sea,CNT121342
SHIP0000275,TXN0000283,US,GB,2024-11-29,2024-12-28,170989.1,19111090.17,sea,CNT769402
SHIP0000276,TXN0000284,GB,VN,2023-07-16,2023-08-16,1827266.8,71029.44,sea,CNT900315
SHIP0000277,TXN0000285,GB,GB,2023-12-27,2024-01-19,726.8,2168.81,road,CNT569337
SHIP0000278,TXN0000286,GB,GH,2023-12-18,2024-01-14,76230.2,101252.48,sea,CNT385380
SHIP0000279,TXN0000287,PT,GB,2022-12-17,2023-01-20,4602.4,901195.45,sea,CNT177615
SHIP0000280,TXN0000288,GB,CA,2024-02-05,2024-03-04,712236.2,4019.0,air,CNT139339
SHIP0000281,TXN0000289,GB,NL,2023-03-20,2023-04-16,37840.7,10054.75,sea,CNT254204
SHIP0000282,TXN0000290,GB,GH,2024-01-22,2024-02-08,56.6,174287.82,road,CNT191693
SHIP0000283,TXN0000291,CA,GB,2022-04-17,2022-05-19,82321.0,18713.45,sea,CNT606108
SHIP0000284,TXN0000292,GB,AU,2022-06-16,2022-07-03,2334815.6,11232.85,sea,CNT509423
SHIP0000285,TXN0000293,GB,VN,2024-10-18,2024-10-27,374658.4,1043.21,sea,CNT621935
SHIP0000286,TXN0000294,GB,NL,2024-03-25,2024-04-10,6606.4,1762477.67,sea,CNT450967
SHIP0000287,TXN0000295,GB,IE,2022-05-28,2022-06-20,81405.3,868518.55,sea,CNT633496
SHIP0000288,TXN0000296,GB,QA,2022-08-30,2022-09-25,3609818.3,26526517.08,sea,CNT474710
SHIP0000289,TXN0000297,GB,BR,2023-08-28,2023-09-28,1323107.6,4730.54,air,CNT558712
SHIP0000290,TXN0000298,GB,PT,2022-01-13,2022-01-27,1725.4,34345.13,air,CNT731728
SHIP0000291,TXN0000299,AU,GB,2023-03-25,2023-04-11,1110.1,45005.81,air,CNT946061
SHIP0000292,TXN0000300,QA,GB,2022-12-29,2023-01-14,1197.1,35425.05,sea,CNT599808
SHIP0000293,TXN0000301,GB,TH,2022-06-02,2022-06-20,111497.2,414820.72,road,CNT765278
SHIP0000294,TXN0000302,GB,FR,2022-12-04,2022-12-20,6456.1,1411.93,road,CNT968598
SHIP0000295,TXN0000303,GB,TR,2022-11-27,2022-12-18,1558.3,169843.76,sea,CNT764872
SHIP0000296,TXN0000304,GB,SG,2022-03-23,2022-04-24,577.7,12229.89,sea,CNT258212
SHIP0000297,TXN0000305,KE,GB,2023-12-05,2023-12-11,200061.0,451.02,sea,CNT215067
SHIP0000298,TXN0000306,GB,TH,2022-11-03,2022-11-18,8225.9,323852.08,sea,CNT725327
SHIP0000299,TXN0000307,SA,GB,2022-02-12,2022-02-23,5507.5,134069.3,sea,CNT941669
SHIP0000300,TXN0000309,JP,GB,2024-11-29,2024-12-11,6547.8,33236.69,air,CNT262334
SHIP0000301,TXN0000310,IE,GB,2022-05-17,2022-05-31,115685.9,1353846.54,air,CNT666902
SHIP0000302,TXN0000311,JP,GB,2024-09-27,2024-10-10,77197.9,59845.21,road,CNT169986
SHIP0000303,TXN0000312,IE,GB,2022-07-11,2022-08-14,3538.4,1061152.16,air,CNT994083
SHIP0000304,TXN0000313,GB,NL,2022-04-12,2022-05-10,4154089.5,950.38,air,CNT977740
SHIP0000305,TXN0000314,GB,CN,2023-08-27,2023-09-16,4398.5,24220.99,sea,CNT297798
SHIP0000306,TXN0000315,GB,JP,2024-08-14,2024-09-12,89539.5,46377.26,sea,CNT513146
SHIP0000307,TXN0000316,IN,GB,2022-03-25,2022-04-16,19639.0,1151010.96,air,CNT935251
SHIP0000308,TXN0000317,TR,GB,2023-01-03,2023-01-10,1734816.1,11450605.74,sea,CNT138873
SHIP0000309,TXN0000318,GB,NG,2024-04-06,2024-04-23,2584828.5,7016.36,sea,CNT568555
SHIP0000310,TXN0000319,IE,GB,2022-03-20,2022-04-03,585471.8,3803.36,sea,CNT887414
SHIP0000311,TXN0000320,GB,US,2022-07-10,2022-08-02,15796.4,868679.92,road,CNT810490
SHIP0000312,TXN0000321,GB,KE,2022-12-06,2022-12-30,3076918.2,30633750.68,sea,CNT866297
SHIP0000313,TXN0000322,GB,PT,2024-06-05,2024-07-01,608.5,355926.38,air,CNT138076
SHIP0000314,TXN0000323,GB,FR,2024-06-09,2024-06-22,406391.4,314.48,road,CNT156815
SHIP0000315,TXN0000324,GB,NL,2024-02-21,2024-03-03,1843.8,988689.48,road,CNT339875
SHIP0000316,TXN0000325,US,GB,2024-01-04,2024-01-11,560.9,48734.33,air,CNT530011
SHIP0000317,TXN0000326,GB,ZA,2022-02-02,2022-03-05,62454.0,27596003.73,sea,CNT114903
SHIP0000318,TXN0000327,GB,CN,2022-09-21,2022-10-08,1350741.3,5771.07,road,CNT350979
SHIP0000319,TXN0000328,GB,US,2024-10-15,2024-10-22,1310.2,506673.84,air,CNT770607
SHIP0000320,TXN0000329,GB,MY,2024-03-02,2024-03-09,2947901.8,3822422.12,road,CNT172416
SHIP0000321,TXN0000330,NG,GB,2022-09-29,2022-10-09,896.6,41827.4,sea,CNT869312
SHIP0000322,TXN0000331,KE,GB,2024-02-19,2024-03-10,5056064.9,2594.85,air,CNT239246
SHIP0000323,TXN0000332,GB,CA,2024-03-07,2024-03-27,2967.8,85461.25,sea,CNT137400
SHIP0000324,TXN0000333,GB,GB,2024-03-29,2024-04-15,3900.2,15960.43,sea,CNT745207
SHIP0000325,TXN0000334,MY,GB,2024-12-16,2025-01-01,4999844.2,1312.29,road,CNT517534
SHIP0000326,TXN0000335,GH,GB,2023-08-18,2023-09-09,6915885.2,8231.8,sea,CNT893975
SHIP0000327,TXN0000336,GB,ZA,2022-03-09,2022-04-01,408623.9,57605.07,sea,CNT574317
SHIP0000328,TXN0000337,GB,EG,2024-06-19,2024-07-08,12521.5,1545.7,sea,CNT879598
SHIP0000329,TXN0000338,PT,GB,2022-01-23,2022-02-20,45574.1,625.43,sea,CNT195703
SHIP0000330,TXN0000339,GB,GB,2023-12-09,2023-12-31,1451.9,17211.31,sea,CNT878843
SHIP0000331,TXN0000340,GB,VN,2024-05-25,2024-06-28,132542.4,87351.11,sea,CNT405991
SHIP0000332,TXN0000341,GB,GH,2022-05-20,2022-06-17,1580.2,94901.95,sea,CNT768219
SHIP0000333,TXN0000342,GB,KR,2024-05-28,2024-06-09,1883.0,1098024.74,sea,CNT690818
SHIP0000334,TXN0000343,GB,SG,2024-06-16,2024-07-12,5284.7,1007040.08,sea,CNT196019
SHIP0000335,TXN0000344,CN,GB,2023-12-22,2023-12-29,1.0,10442.4,air,CNT147587
SHIP0000336,TXN0000345,GB,PT,2022-12-25,2023-01-12,2760.4,3398.27,road,CNT538784
SHIP0000337,TXN0000346,GB,BR,2022-08-14,2022-08-26,23421.3,875680.77,sea,CNT580519
SHIP0000338,TXN0000347,PL,GB,2024-02-20,2024-02-29,46995.7,7501.81,air,CNT617040
SHIP0000339,TXN0000348,GB,TR,2022-06-29,2022-07-16,1046731.2,10263.25,road,CNT395495
SHIP0000340,TXN0000349,GB,AU,2024-01-13,2024-02-05,1143450.8,23256.93,sea,CNT651939
SHIP0000341,TXN0000350,AU,GB,2022-07-09,2022-08-08,6913.2,4597.72,sea,CNT190853
SHIP0000342,TXN0000351,MY,GB,2023-01-08,2023-01-14,141873.9,9401.67,sea,CNT547218
SHIP0000343,TXN0000352,VN,GB,2023-07-13,2023-08-07,1762520.5,2371.21,sea,CNT184129
SHIP0000344,TXN0000353,GB,US,2022-07-02,2022-07-08,1009236.2,2381.67,sea,CNT627943
SHIP0000345,TXN0000354,GB,ZA,2024-05-22,2024-05-29,48215.3,635309.41,sea,CNT465141
SHIP0000346,TXN0000355,BR,GB,2024-02-07,2024-02-23,363246.7,8715.51,air,CNT739402
SHIP0000347,TXN0000356,KR,GB,2022-01-24,2022-02-02,125706.0,53307.19,sea,CNT592227
SHIP0000348,TXN0000357,GB,AU,2024-07-21,2024-08-24,884129.5,1051.72,sea,CNT894005
SHIP0000349,TXN0000358,VN,GB,2024-02-29,2024-03-21,324086.0,2606.18,air,CNT941050
SHIP0000350,TXN0000359,US,GB,2024-07-10,2024-08-03,1740.6,9090.36,air,CNT538917
SHIP0000351,TXN0000360,GB,CA,2023-10-30,2023-11-12,347406.6,5547.8,air,CNT519921
SHIP0000352,TXN0000361,GB,IN,2023-11-23,2023-12-08,9306.3,20189.18,sea,CNT192854
SHIP0000353,TXN0000362,GB,AE,2023-03-02,2023-04-02,2166163.7,1823876.16,road,CNT881602
SHIP0000354,TXN0000363,AE,GB,2022-09-11,2022-09-22,71557.5,3858737.67,road,CNT787975
SHIP0000355,TXN0000364,GB,GB,2022-09-22,2022-10-04,74353.9,44859.99,sea,CNT287350
SHIP0000356,TXN0000365,FR,GB,2022-12-19,2023-01-19,30529.4,3487598.86,sea,CNT780125
SHIP0000357,TXN0000366,GB,AU,2022-11-19,2022-12-05,1407991.2,27460.61,air,CNT303653
SHIP0000358,TXN0000367,JP,GB,2024-04-09,2024-05-11,11957.2,180254.24,road,CNT953189
SHIP0000359,TXN0000368,GB,CA,2023-08-04,2023-08-12,2734864.6,7669.04,air,CNT484205
SHIP0000360,TXN0000370,GB,SG,2024-03-11,2024-04-07,542843.3,50860.57,sea,CNT819880
SHIP0000361,TXN0000371,CN,GB,2024-03-18,2024-04-11,1923827.3,11735.04,air,CNT411503
SHIP0000362,TXN0000372,FR,GB,2024-10-29,2024-11-19,1407.0,286892.54,road,CNT807407
SHIP0000363,TXN0000373,GB,CA,2022-12-12,2023-01-08,1399.0,98301.43,air,CNT241000
SHIP0000364,TXN0000374,TH,GB,2022-10-03,2022-10-10,4885.0,1721909.37,air,CNT875209
SHIP0000365,TXN0000376,KE,GB,2022-06-30,2022-07-22,258390.4,5660.69,road,CNT255959
SHIP0000366,TXN0000377,GB,GH,2023-10-27,2023-11-07,459951.3,1247.51,road,CNT226002
SHIP0000367,TXN0000378,PL,GB,2024-06-09,2024-06-27,5069866.9,1526.67,sea,CNT441122
SHIP0000368,TXN0000379,EG,GB,2023-10-26,2023-11-01,136.2,243270.45,sea,CNT585096
SHIP0000369,TXN0000380,KE,GB,2024-12-29,2025-01-15,4999.2,1870.03,road,CNT579319
SHIP0000370,TXN0000381,GB,PL,2023-11-22,2023-11-28,18551.6,2001.17,road,CNT218677
SHIP0000371,TXN0000382,GB,EG,2024-08-28,2024-09-29,2060.9,100293.33,sea,CNT205623
SHIP0000372,TXN0000383,KE,GB,2022-10-23,,181985.3,80.6,sea,CNT240119
SHIP0000373,TXN0000384,GB,PL,2022-12-24,2023-01-02,355824.2,3453.77,sea,CNT328505
SHIP0000374,TXN0000385,SG,GB,2024-06-09,2024-07-10,1019406.3,7151.38,road,CNT357826
SHIP0000375,TXN0000386,GB,SG,2024-01-03,2024-01-17,134188.8,12745.76,sea,CNT657085
SHIP0000376,TXN0000387,GB,DE,2023-06-22,,506793.4,8136.11,road,CNT609011
SHIP0000377,TXN0000388,AU,GB,2024-11-17,2024-12-02,2555.9,29902.48,sea,CNT455200
SHIP0000378,TXN0000389,GB,AE,2024-04-22,2024-05-18,95357.9,874358.94,road,CNT378433
SHIP0000379,TXN0000390,GB,EG,2022-11-28,2022-12-11,18215.7,1608631.75,air,CNT129430
SHIP0000380,TXN0000391,GB,JP,2023-11-07,2023-11-30,2193284.6,4207.36,air,CNT801223
SHIP0000381,TXN0000392,IN,GB,2023-03-15,2023-04-07,1196883.9,7532.22,sea,CNT268068
SHIP0000382,TXN0000393,GB,SA,2023-04-06,2023-05-02,248027.8,3457.74,sea,CNT297535
SHIP0000383,TXN0000394,BR,GB,2024-06-10,2024-06-22,7729.7,23497.09,sea,CNT653468
SHIP0000384,TXN0000395,GB,PT,2024-01-23,2024-01-21,44980.9,631682.58,air,CNT942374
SHIP0000385,TXN0000396,GB,KE,2022-01-21,2022-01-31,23965.5,1036554.58,air,CNT867770
SHIP0000386,TXN0000397,GB,KE,2023-09-25,2023-10-10,140366.7,1437849.32,road,CNT450533
SHIP0000387,TXN0000398,GB,TH,2023-12-18,2024-01-18,12993.8,10976.21,road,CNT709703
SHIP0000388,TXN0000399,GB,QA,2023-07-21,2023-08-01,67476.1,8201.85,sea,CNT477601
SHIP0000389,TXN0000400,GB,US,2022-12-04,2023-01-07,132810.2,541206.84,sea,CNT361456
SHIP0000390,TXN0000401,GB,KR,2023-12-17,2024-01-10,69051.8,1351.56,air,CNT288451
SHIP0000391,TXN0000402,GB,GB,2024-11-13,2024-12-13,18344.5,88487.38,road,CNT364846
SHIP0000392,TXN0000403,GB,FR,2022-04-08,2022-04-13,2918241.6,785.66,road,CNT385400
SHIP0000393,TXN0000404,GB,FR,2023-10-25,2023-11-24,257333.7,4863.29,air,CNT326680
SHIP0000394,TXN0000406,GB,SA,2023-03-22,2023-04-05,1407.7,41466.67,air,CNT913900
SHIP0000395,TXN0000407,TH,GB,2023-01-08,2023-01-05,78560.0,20248.53,sea,CNT584454
SHIP0000396,TXN0000408,JP,GB,2022-10-03,2022-10-10,285883.4,12366.65,sea,CNT633158
SHIP0000397,TXN0000409,NL,GB,2022-09-10,2022-09-29,4596.3,482471.49,road,CNT238518
SHIP0000398,TXN0000410,GB,ES,2023-03-10,2023-03-19,29732.1,795643.04,air,CNT309346
SHIP0000399,TXN0000411,GB,GB,2024-05-04,2024-05-14,896.3,563004.36,air,CNT912110
SHIP0000400,TXN0000412,TH,GB,2022-07-23,2022-08-02,402.8,18375.87,road,CNT560945
SHIP0000401,TXN0000413,GB,AU,2022-09-18,2022-09-25,61349.1,724414.61,sea,CNT182632
SHIP0000402,TXN0000414,GB,ES,2025-01-02,2025-01-18,161047.8,6140397.39,sea,CNT429885
SHIP0000403,TXN0000415,GB,IE,2025-01-05,2025-01-21,623.0,29062.45,road,CNT612174
SHIP0000404,TXN0000416,NL,GB,2022-09-15,2022-09-11,12504.8,3778.95,sea,CNT470110
SHIP0000405,TXN0000417,EG,GB,2023-04-13,2023-04-11,56778.2,4355.24,road,CNT889977
SHIP0000406,TXN0000418,GB,DE,2023-03-25,2023-04-08,6535.1,10508.25,air,CNT581466
SHIP0000407,TXN0000419,GB,CA,2022-11-27,2022-12-24,508173.0,6274975.64,air,CNT145983
SHIP0000408,TXN0000420,US,GB,2022-06-26,2022-07-15,26692.6,13442.9,sea,CNT371445
SHIP0000409,TXN0000421,IE,GB,2022-03-12,2022-03-20,6337.2,5820.26,sea,CNT462726
SHIP0000410,TXN0000422,GB,GH,2023-11-11,2023-11-23,66828.4,7065.47,road,CNT533385
SHIP0000411,TXN0000423,GB,SA,2022-02-17,2022-03-22,39091.7,12221.22,sea,CNT948899
SHIP0000412,TXN0000424,GB,KE,2023-11-20,2023-12-15,24756.9,5924.42,air,CNT653155
SHIP0000413,TXN0000425,IT,GB,2022-04-22,2022-04-30,1870328.8,7579.04,sea,CNT285932
SHIP0000414,TXN0000426,AU,GB,2022-06-28,2022-07-20,12342.7,193680.82,sea,CNT331810
SHIP0000415,TXN0000427,GB,TR,2022-01-09,2022-02-12,808.8,31362.71,sea,CNT686642
SHIP0000416,TXN0000428,GB,DE,2023-03-18,2023-04-10,7284.5,55472.58,sea,CNT142649
SHIP0000417,TXN0000429,KE,GB,2022-12-28,2023-01-06,166312.2,8372.91,air,CNT653320
SHIP0000418,TXN0000430,GB,BR,2023-01-02,2023-01-23,2532867.3,1455.26,sea,CNT522989
SHIP0000419,TXN0000431,GB,DE,2022-12-11,2022-12-26,118.7,5387.09,road,CNT339080
SHIP0000420,TXN0000432,GB,PL,2024-11-02,2024-11-15,1477893.3,41512833.49,air,CNT553675
SHIP0000421,TXN0000433,GB,GH,2023-04-24,2023-05-22,8610.6,44412.51,sea,CNT372727
SHIP0000422,TXN0000434,QA,GB,2024-06-11,2024-07-10,14075.8,5559.28,road,CNT921632
SHIP0000423,TXN0000435,GB,NG,2022-09-21,2022-10-06,647817.3,8500.21,air,CNT703384
SHIP0000424,TXN0000436,AU,GB,2023-06-21,2023-07-03,3484.8,5861.13,sea,CNT998417
SHIP0000425,TXN0000437,BR,GB,2022-03-19,2022-04-04,776101.6,24125.39,air,CNT292178
SHIP0000426,TXN0000438,GB,TR,2022-10-17,2022-11-12,598.6,124525.68,sea,CNT872015
SHIP0000427,TXN0000439,FR,GB,2022-03-22,2022-04-12,1535.8,73740.53,sea,CNT886741
SHIP0000428,TXN0000440,GB,TR,2022-01-25,2022-02-16,14915.8,35565.14,air,CNT897741
SHIP0000429,TXN0000441,FR,GB,2022-07-23,2022-08-24,227025.2,179.41,sea,CNT482910
SHIP0000430,TXN0000442,GB,BR,2022-07-03,2022-07-22,1557.5,300567.28,sea,CNT543304
SHIP0000431,TXN0000443,SG,GB,2022-12-22,2023-01-16,2150.5,3924.86,air,CNT187977
SHIP0000432,TXN0000444,GB,FR,2024-04-01,2024-04-30,119359.1,2193443.26,sea,CNT612105
SHIP0000433,TXN0000445,GB,AU,2022-06-15,2022-06-21,898863.1,2524.77,road,CNT109873
SHIP0000434,TXN0000446,GB,GH,2023-11-06,2023-12-03,1975.5,54258.86,sea,CNT336097
SHIP0000435,TXN0000447,GB,BR,2023-02-13,2023-03-18,1665.3,4504.31,sea,CNT853962
SHIP0000436,TXN0000448,GB,MY,2023-03-26,2023-04-24,4238896.4,1788975.48,sea,CNT369515
SHIP0000437,TXN0000449,GB,SA,2024-10-14,2024-10-31,657.0,2273.12,sea,CNT318066
SHIP0000438,TXN0000450,GB,CA,2023-05-31,2023-06-22,151486.0,2357.02,air,CNT227661
SHIP0000439,TXN0000451,GB,GB,2022-10-20,2022-11-09,1320240.1,5408.6,sea,CNT917110
SHIP0000440,TXN0000452,EG,GB,2022-09-22,2022-10-06,1934.3,142127.7,sea,CNT390854
SHIP0000441,TXN0000453,GB,AU,2022-07-06,2022-08-06,853735.9,5309.0,sea,CNT471321
SHIP0000442,TXN0000454,GB,KR,2024-06-06,2024-06-14,1396.7,179429.45,sea,CNT891177
SHIP0000443,TXN0000455,DE,GB,2024-01-05,2024-02-05,2578.6,3562.64,sea,CNT647841
SHIP0000444,TXN0000456,US,GB,2022-10-29,2022-11-19,6284.4,2674.03,air,CNT679941
SHIP0000445,TXN0000457,GB,GH,2023-06-27,2023-07-04,2427.4,1600689.64,air,CNT723757
SHIP0000446,TXN0000458,GB,ZA,2023-07-14,2023-08-16,3568997.9,915.91,sea,CNT523881
SHIP0000447,TXN0000459,GB,VN,2022-02-27,2022-03-23,284.7,149526.7,sea,CNT427790
SHIP0000448,TXN0000460,GB,JP,2024-09-24,2024-10-06,24196.7,1926724.93,road,CNT593624
SHIP0000449,TXN0000461,AE,GB,2024-05-22,2024-06-22,1506237.7,18626.41,sea,CNT785867
SHIP0000450,TXN0000462,GB,ZA,2023-08-12,2023-08-25,33837.8,8533.81,sea,CNT370943
SHIP0000451,TXN0000464,JP,GB,2022-05-09,,10423.8,70041.18,air,CNT195971
SHIP0000452,TXN0000465,GB,GB,2024-12-12,2025-01-09,1061957.1,12162396.82,sea,CNT716610
SHIP0000453,TXN0000466,GB,AE,2023-12-07,2024-01-03,2133.4,331546.01,air,CNT510519
SHIP0000454,TXN0000467,GH,GB,2024-11-02,2024-11-22,6682.9,264747.63,sea,CNT938435
SHIP0000455,TXN0000468,GH,GB,2024-08-08,2024-08-26,308806.7,28489.36,sea,CNT397645
SHIP0000456,TXN0000469,IT,GB,2023-10-08,2023-10-28,51.4,19104.29,sea,CNT812260
SHIP0000457,TXN0000470,GB,BR,2022-11-22,2022-12-05,719637.0,9451.18,sea,CNT418557
SHIP0000458,TXN0000471,GB,VN,2024-01-28,2024-02-27,6080.7,1140952.32,sea,CNT931797
SHIP0000459,TXN0000472,GB,IT,2023-07-25,2023-08-04,496578.5,11255.14,sea,CNT517429
SHIP0000460,TXN0000473,GB,KE,2023-03-30,2023-04-05,4730.4,143855.61,sea,CNT335536
SHIP0000461,TXN0000474,AU,GB,2024-02-21,2024-03-23,1119.4,7101.73,sea,CNT793402
SHIP0000462,TXN0000475,DE,GB,2024-09-02,2024-09-27,48413.0,91356.99,air,CNT253259
SHIP0000463,TXN0000476,GB,CN,2022-07-10,2022-08-11,3563.6,9736.01,sea,CNT544490
SHIP0000464,TXN0000477,GB,CA,2023-09-03,2023-09-28,6130.1,335139.34,sea,CNT529350
SHIP0000465,TXN0000478,GB,AE,2024-05-10,2024-05-22,1230906.2,2143.38,sea,CNT759241
SHIP0000466,TXN0000479,PT,GB,2022-12-31,2023-01-16,8974.4,21392.61,air,CNT488785
SHIP0000467,TXN0000480,ZA,GB,2023-01-18,2023-02-12,9409.6,17521.41,air,CNT286671
SHIP0000468,TXN0000481,GB,JP,2022-01-15,2022-01-28,7441.9,319314.64,sea,CNT675625
SHIP0000469,TXN0000482,GB,TR,2022-12-24,2022-12-31,1153.4,6788.72,sea,CNT645726
SHIP0000470,TXN0000483,GB,GB,2023-10-08,2023-11-06,193995.1,61024.46,sea,CNT401660
SHIP0000471,TXN0000484,IT,GB,2024-12-04,2025-01-01,56432.8,4948.9,air,CNT285889
SHIP0000472,TXN0000485,GB,GB,2023-08-08,2023-08-28,188247.5,693723.6,sea,CNT565127
SHIP0000473,TXN0000486,GB,IN,2022-11-23,2022-12-20,268964.2,8341.91,sea,CNT752168
SHIP0000474,TXN0000487,GB,QA,2024-06-10,2024-06-20,18333.0,4408.38,sea,CNT141922
SHIP0000475,TXN0000488,QA,GB,2022-07-28,2022-08-16,30892.7,151138.3,sea,CNT220422
SHIP0000476,TXN0000489,GB,IN,2022-07-27,2022-08-25,5878.0,399860.24,sea,CNT845112
SHIP0000477,TXN0000490,GB,GB,2023-08-01,2023-08-31,7257.6,12134.88,sea,CNT232900
SHIP0000478,TXN0000491,VN,GB,2024-06-14,2024-06-28,80.1,97861.24,air,CNT439406
SHIP0000479,TXN0000492,GB,SA,2022-08-27,2022-09-22,18807.0,4804.04,sea,CNT749605
SHIP0000480,TXN0000493,GB,QA,2022-01-20,2022-01-26,958.4,24301.11,sea,CNT408013
SHIP0000481,TXN0000494,US,GB,2024-03-10,2024-03-17,2385962.3,2494313.23,air,CNT932127
SHIP0000482,TXN0000495,PT,GB,2023-10-14,2023-11-16,37288.2,308118.52,sea,CNT881286
SHIP0000483,TXN0000496,GB,AE,2024-01-28,2024-02-09,1139653.5,25222305.4,sea,CNT470076
SHIP0000484,TXN0000497,FR,GB,2023-03-18,2023-04-14,3534199.3,8393.78,air,CNT361438
SHIP0000485,TXN0000498,GB,BR,2022-05-19,2022-05-28,246.4,186020.69,sea,CNT248536
SHIP0000486,TXN0000499,GH,GB,2023-01-02,2023-01-08,25766.6,920994.1,road,CNT372432
SHIP0000487,TXN0000501,GB,TH,2023-04-23,2023-05-23,4107507.8,33322.97,sea,CNT188206
SHIP0000488,TXN0000502,TR,GB,2024-09-09,2024-09-30,14277.2,2735.26,air,CNT312557
SHIP0000489,TXN0000503,CA,GB,2022-09-11,2022-10-14,58538.3,966793.94,sea,CNT951251
SHIP0000490,TXN0000504,PT,GB,2022-12-14,2023-01-02,2420.1,7426.09,sea,CNT625988
SHIP0000491,TXN0000505,GB,PL,2022-07-23,2022-08-12,1564695.6,13282057.66,air,CNT475705
SHIP0000492,TXN0000506,NG,GB,2023-09-25,2023-10-10,3345.6,16100.22,road,CNT974344
SHIP0000493,TXN0000507,QA,GB,2024-06-09,2024-07-13,674.4,11965.63,air,CNT544719
SHIP0000494,TXN0000508,GB,US,2024-08-27,2024-09-28,2251.1,93688.9,sea,CNT988980
SHIP0000495,TXN0000509,GB,BR,2022-09-15,2022-10-13,138018.3,1722.91,sea,CNT367841
SHIP0000496,TXN0000510,US,GB,2023-04-24,2023-05-03,849336.2,434.25,sea,CNT598480
SHIP0000497,TXN0000511,KE,GB,2024-03-24,2024-04-16,1471.0,23453.69,sea,CNT227185
SHIP0000498,TXN0000512,GB,SG,2022-02-25,2022-03-14,3057.7,34200.03,road,CNT912272
SHIP0000499,TXN0000513,IT,GB,2024-02-26,2024-03-18,248004.1,4410.15,sea,CNT818983
SHIP0000500,TXN0000514,GB,VN,2022-06-02,2022-06-21,7273.0,143815.23,road,CNT887289
SHIP0000501,TXN0000516,GB,PL,2022-05-11,,93043.8,881307.57,sea,CNT792192
SHIP0000502,TXN0000517,GB,PT,2024-08-29,2024-09-26,4498.2,27546.29,sea,CNT898489
SHIP0000503,TXN0000518,PT,GB,2024-01-19,2024-01-31,311730.2,1125530.86,sea,CNT741512
SHIP0000504,TXN0000519,CN,GB,2024-05-17,2024-06-19,755485.7,14695.44,sea,CNT628338
SHIP0000505,TXN0000520,GB,GB,2024-02-04,2024-03-05,94258.8,301739.53,road,CNT659482
SHIP0000506,TXN0000521,PL,GB,2024-05-31,2024-06-13,953.8,77809.14,sea,CNT829689
SHIP0000507,TXN0000522,NL,GB,2023-07-05,2023-07-31,19583.8,858023.83,sea,CNT582728
SHIP0000508,TXN0000523,AE,GB,2024-06-12,2024-06-19,679.4,21231.45,air,CNT429497
SHIP0000509,TXN0000525,GB,VN,2023-10-08,2023-10-30,4361908.2,4691.61,air,CNT475525
SHIP0000510,TXN0000526,IT,GB,2024-04-12,2024-05-13,1686.3,8973.28,sea,CNT743534
SHIP0000511,TXN0000527,GB,MY,2024-12-28,2025-01-30,2043479.3,4101.08,air,CNT952995
SHIP0000512,TXN0000528,GB,IT,2023-02-07,2023-02-21,392968.6,1589.53,sea,CNT394629
SHIP0000513,TXN0000529,GB,FR,2022-07-18,2022-08-04,293740.1,1196520.41,sea,CNT547722
SHIP0000514,TXN0000530,GB,NG,2024-03-03,2024-03-27,23748.8,77027.03,air,CNT107925
SHIP0000515,TXN0000531,GB,VN,2022-03-29,2022-04-12,468246.2,26569.77,sea,CNT581523
SHIP0000516,TXN0000532,VN,GB,2024-05-04,2024-05-17,4483015.8,21146.37,sea,CNT976949
SHIP0000517,TXN0000533,GB,SG,2024-02-14,2024-03-04,758981.4,22303337.8,sea,CNT741616
SHIP0000518,TXN0000534,GB,VN,2024-02-05,2024-03-03,72957.5,1103872.49,road,CNT354506
